name,stars,text,timeSince,openStatus,key
Vegas Scholar,5.0,"You will absolutely not find a more delicious cheese steak sandwich, in my opinion: The meat is perfectly cooked, the cheese melts on the meat, the bread is perfect, and the color is amazing.",a month ago,Open,2000334429
Ethan Lee,2.0,"I should have trusted the other comments posted by other insightful visitors. The steak was actually thin sliced beef, instead of beef strips, and with french fries underneath taking up the grease. Besides, the dish was put inside a bowl …More",10 months ago,Open,2000334429
Colin Cowan,5.0,"Since the move and the revamp South Philly has taken on a whole new lease on life. The meals are no longer thrown together in haste, instead, they are made with due care and attention toward the customers satisfaction. A very clean and tidy restaurant, and the food is a taste sensation.",2 years ago,Open,2000334429
Jose Romero,2.0,The stuff are friendly and the highlight of this place but the feed lacks taste. The meat might be frozen or its lack of season but it was lacking in flavor to philly cheesesteak. Great atmosphere,10 months ago,Open,2000334429
Coreline England,1.0,Not worth the price. I rather go to Capriotti's honestly. Great customer service tho.,6 months ago,Open,2000334429
Drew Strickland,5.0,Had a regular cheesesteak with american cheese and onions. Was cooked to perfection and very well seasoned. Great sandwich,a year ago,Open,2000334429
DEB CIFHDZ,5.0,Very good food. Staff was very nice and attentive.,a year ago,Open,2000334429
Mayra Castro,3.0,I. Like the Philly cheese steak don't like the fact that restroom are so close .,a year ago,Open,2000334429
Brayden Zhang,5.0,Excellent Food!,5 months ago,Open,2000334429
James Vancura,4.0,Very fine Philly steak and cheese sandwich. Sort of on  a fast food level.,a year ago,Open,2000334429
Drive_A_Fiat_124,5.0,"It isn’t the most authentic philly cheese steak I’ve had, but it is probably the best one I’ve ever had. Plus it was cooked really quickly.",a year ago,Open,2000334429
Duval Beck,5.0,"Sad it's so expensive. The meat tasted exquisite, tho",a year ago,Open,2000334429
Kitty Tha Boss,5.0,I work here and it's awesome,a year ago,Open,2000334429
chris nolan,1.0,"Worst food I have tasted in Vegas  waiting 15 minutes for fries  and still fries not fully cooked. Asked for large sums portion was tiny for $5, avoid at all costs",a year ago,Open,2000334429
Elizabeth S,1.0,The food was tasteless and overpriced. Don’t waste your time and money!,2 years ago,Open,2000334429
Milan Thakkar,1.0,"Its one thing to get scammed abroad but another to get scammed in my back yard. Huge rip off. I asked for ketchup, mayo, etc on my sub and she was adding 46 cents for each condiment like I am not paying attention. When I asked about it she …More",4 years ago,Open,2000334429
Steven McArdle,5.0,Loved it wanted more,a year ago,Open,2000334429
jesusa siciliano,1.0,"the service is bad esp the big fat asian guy who has the worst attitude as if he dont wanna work there , stay away from this location and they gave me a reheated french fries.",3 years ago,Open,2000334429
Monet Taplin,1.0,Will never eat here again I had hair in my food,a year ago,Open,2000334429
Rusty Blackwater,5.0,Really liked it!,a year ago,Open,2000334429
Ferhat Aslan,5.0,Good,a year ago,Open,2000334429
marino vaccari,5.0,Huge burgers and spanking,a year ago,Open,2000334429
coach of champions,5.0,Delicious,a year ago,Open,2000334429
Gandi Auto Sales LLC,1.0,To slow,2 years ago,Open,2000334429
A M,1.0,The worst ever,a year ago,Open,2000334429
Roué Yann,2.0,"(Translated by Google) The meat is not good. Much too fat

(Original) …More",2 months ago,Open,2000334429
伴野誠,4.0,"(Translated by Google) There was a volume, it was very tasty. Employee service is also very good. …More",a year ago,Open,2000334429
Top 171,5.0,(Translated by Google) This place has a very good rank! This is the second time I return to this restaurant. And I will probably go again and again! …More,a year ago,Open,2000334429
Pío Eduardo Pinedo,4.0,"(Translated by Google) Greetings to mr. Steve, Verito and Dina !! From Mexico, Atte. Rafael 🤘 …More",a year ago,Open,2000334429
여피치,4.0,"(Translated by Google) It's too salty for our taste

(Original)
우리 입맛에 너무 짜요ㅠ.ㅠ",a year ago,Open,2000334429
Peter Gal,4.0,"(Translated by Google) Fine food

(Original)
Finom kaja",a year ago,Open,2000334429
jose luis chavez gil,4.0,"(Translated by Google) Very good.

(Original)
Muy bueno.",a year ago,Open,2000334429
עמית חמד,3.0,"(Translated by Google) Nice

(Original)
נחמד",a year ago,Open,2000334429
Martin Guadalupe Garza,4.0,,a year ago,Open,2000334429
Gigi Espinoza,1.0,,3 years ago,Open,2000334429
Fco. Adrián Durán Sosa,5.0,,a year ago,Open,2000334429
Bob Murnighan,5.0,,5 months ago,Open,2000334429
Vivian Montalvão,5.0,,a year ago,Open,2000334429
Amuthen Selvarajoo,5.0,,a year ago,Open,2000334429
Cir Lab,5.0,,a year ago,Open,2000334429
이봉우,2.0,,a year ago,Open,2000334429
Kevin Amann,5.0,,a year ago,Open,2000334429
Changhyun Im,4.0,,a year ago,Open,2000334429
Artemix,5.0,,a year ago,Open,2000334429
Bibiana Rodriguez R,5.0,,a year ago,Open,2000334429
蘇詩媛,5.0,,a year ago,Open,2000334429
Sebastian Osterc,4.0,,a year ago,Open,2000334429
Lianet Martinez Fernandez,5.0,,a year ago,Open,2000334429
Kristine Harper,4.0,,a year ago,Open,2000334429
bryant johnson,4.0,,a year ago,Open,2000334429
Ilona Baum,5.0,,a year ago,Open,2000334429
fhersands,5.0,,a year ago,Open,2000334429
Badacsonyi Ákos,5.0,,a year ago,Open,2000334429
leonardo flores,5.0,,a year ago,Open,2000334429
Kok Chung,4.0,,a year ago,Open,2000334429
Luc Tiesters,5.0,,a year ago,Open,2000334429
Raul Duque,5.0,,a year ago,Open,2000334429
V Chetty,4.0,,a year ago,Open,2000334429
Luis Bueno,4.0,,a year ago,Open,2000334429
steve hoffman,3.0,,a year ago,Open,2000334429
Emma Chinnery,5.0,,a year ago,Open,2000334429
Georgios Papaspyrou,5.0,,9 months ago,Open,2000334429
D W,4.0,,a year ago,Open,2000334429
Sebastian Scheiner,4.0,,a year ago,Open,2000334429
Chaitra Vijendra,4.0,,a year ago,Open,2000334429
Geisha Valentine,5.0,,2 years ago,Open,2000334429
Natalie Claasen,5.0,,a year ago,Open,2000334429
Rakel Saz,4.0,,a year ago,Open,2000334429
Akari Goshi Hime,1.0,,4 years ago,Open,2000334429
Inri Chombo,5.0,,a year ago,Open,2000334429
Guilherme Rech,5.0,,a year ago,Open,2000334429
ROBERT HOCKENSMITH,2.0,,3 years ago,Open,2000334429
