name,stars,text,timeSince,openStatus,key
Yue Zhanguo,1.0,Terrible experience!!! Unbelievable rude service! Totally mess up without any explanation and regret! I ordered two sandwiches with 1 meal this noon. There is a long line and my number is 43. But they messed up and made my order after the …More,a year ago,Closed,2000198764
Chesty Puller,5.0,"Food was great and just received the best customer service from employee, Maleek. Give the man a raise.",a year ago,Closed,2000198764
Fred Kurzweil,4.0,Really liked this place.   Great food.   Friendly service.   Good location.,a year ago,Closed,2000198764
Jack R.,4.0,"Can't make it to Philly for Pat's or Gino's? Here's your next best. I was surprised myself, but satisfied with the cheesesteaks. Will go back for another.",2 years ago,Closed,2000198764
Andrew Couche,2.0,All the proper ingredients but missed the mark on flavor. Very bland and I would bet that it wasn't Cheez Whiz they put on the meat.,2 years ago,Closed,2000198764
Talgat Usmanov,2.0,Really spicy Buffalo chicken tanders. We waited for our order for a long time. Our children couldn't eat it cause its impossible with their hot sauce. Thea also dont wear head covers as well.,3 years ago,Closed,2000198764
Adam Bier,3.0,"I ordered the 5 pc chicken strips with fries. The chicken looked spicy but they were not (a let down) and they were NOT strips of chicken. They were processed and barely tasted like chicken. I think it was more soy than chicken, but now I'm …More",6 years ago,Closed,2000198764
Dennis Ryan,3.0,Good for a quickie !,a year ago,Closed,2000198764
Alex Paterakis,1.0,Closes at 9 yet at 830 claims to be closed,a year ago,Closed,2000198764
masood khan,3.0,Nice place,2 years ago,Closed,2000198764
Baba Bulley Shak masoud,3.0,Nice place,2 years ago,Closed,2000198764
D. G.,2.0,Horrible,2 years ago,Closed,2000198764
Ana Filipa Martelo,5.0,Delicious!!,2 years ago,Closed,2000198764
Kin Wing Cheung,3.0,No surprises with their sandwich.,2 years ago,Closed,2000198764
Santiago Cardona,3.0,(Translated by Google) The truth is the taste of the potatoes or the chickens were not to my liking. …More,a year ago,Closed,2000198764
Dulce Trinidad,4.0,"(Translated by Google) rich

(Original)
Rico",a year ago,Closed,2000198764
Ricardo Castro,3.0,"(Translated by Google) Regular

(Original)
Regular",a year ago,Closed,2000198764
Jose Arriaga,4.0,,a year ago,Closed,2000198764
worlds worst complement,5.0,,2 years ago,Closed,2000198764
Ines Roldan,3.0,,2 years ago,Closed,2000198764
Lisa Ann Mauro,4.0,,a year ago,Closed,2000198764
sv vvs,5.0,,a year ago,Closed,2000198764
Eme Martinez,5.0,,2 years ago,Closed,2000198764
Laura Resendez,5.0,,2 years ago,Closed,2000198764
thyrecia weaver,4.0,,a year ago,Closed,2000198764
Prajakt Wasade,5.0,,a year ago,Closed,2000198764
Carlos Morales,1.0,,8 months ago,Closed,2000198764
Julian Redondo,4.0,,2 years ago,Closed,2000198764
Mijelin Cruz,5.0,,2 years ago,Closed,2000198764
glen carr,5.0,,a year ago,Closed,2000198764
Leticia DeJesus,2.0,,a year ago,Closed,2000198764
Orhan Baba,4.0,,2 years ago,Closed,2000198764
Ivan Ruiz,5.0,,a year ago,Closed,2000198764
Yousey Rules,5.0,,a year ago,Closed,2000198764
Trina Rogers,5.0,,2 years ago,Closed,2000198764
Eve Ouellette,2.0,,a year ago,Closed,2000198764
楊宏驛,5.0,,a year ago,Closed,2000198764
Skilopsaros,5.0,,a year ago,Closed,2000198764
Bill Whelan,3.0,,9 months ago,Closed,2000198764
楊宏驛,4.0,,a year ago,Closed,2000198764
