name,stars,text,timeSince,openStatus,key
Gordon Kwei,1.0,"i ordered a pizza and upon arrival, i opened it up and it looked like it had been on a rollercoaster. so i took it to the the store after calling 6 times to no answer and came across my delivery man and showed him the pizza ( he was …More",3 months ago,Open,2000575049
rockinst D,5.0,Grab a pizza pie and take it to Wine and Design Jacksonville for a painting pARTy .. #wndjax,a year ago,Open,2000575049
john stoyell,3.0,"While the pizza was good and the employees were washing their hands, there was a sign stating that face covering were required for entry and service I was the only one wearing one. NOT ONE EMPLOYEE HAD A FACE COVERING ON!",4 months ago,Open,2000575049
Billy Coyne,5.0,"The place is really clean, the staff was really vibrant, and when I ordered delivery it came incredibly fast.  Like 20 minutes! I hate waiting for pizza.",11 months ago,Open,2000575049
Daniel Maine,5.0,"I mostly do delivery, but the food comes hot, fast, and delicious.😁 The staff are cute too.😍",8 months ago,Open,2000575049
antonio putnick,1.0,"Both pizzas looked as if it was dropped and shaken, dur to its deformity, cheese on top of box, and smushed slices.",7 months ago,Open,2000575049
Ticia Yocum,5.0,"If you haven't tried the brownie, give it a try you'll be hooked!!!!",6 months ago,Open,2000575049
Kelye Marielli,5.0,Great staff. My pizza was the best.,10 months ago,Open,2000575049
James Roche,5.0,Friendly staff and as always great pizza hot and fresh.,a year ago,Open,2000575049
Jonny Rod,3.0,Cash only and broken male bathroom due to roof damage but hasn't been repaired. Limited parking and half of it is full of construction materials.,11 months ago,Open,2000575049
Patrick Smith,5.0,I love this place staff is always friendly and food is great,a year ago,Open,2000575049
Kevin Bradlow,1.0,They never answer the phone. So much for customer service!,a year ago,Open,2000575049
Emily Bibee,5.0,Such good pizza! Definitly our go to for pizza!,a year ago,Open,2000575049
Andre Dotseth,4.0,We like to get them delivered...,a year ago,Open,2000575049
Marine Entertainment,5.0,Chicken poppers super good <3,a year ago,Open,2000575049
Steven,1.0,Unfortunately they take at least 5-10 to answer the phone and then after you speak to somebody they put you on hold for at least 15 minutes. You typically have to call back.,a year ago,Open,2000575049
Robert Hamilton,5.0,The pizza was great and delicious.,a year ago,Open,2000575049
Zack Bennett,5.0,Take out is quick and easy,a year ago,Open,2000575049
Dominic d,4.0,Good pizza,10 months ago,Open,2000575049
Qball Horror,4.0,Nice people,10 months ago,Open,2000575049
Khadeem H.,5.0,Love the recipe,a year ago,Open,2000575049
Angela Lott,4.0,Meat Pizza was delicious,a year ago,Open,2000575049
Jason J,5.0,,a year ago,Open,2000575049
Jacob Thayer,4.0,,a year ago,Open,2000575049
Struggling To Fly,5.0,,a week ago,Open,2000575049
Rashaun Bennett,5.0,,a year ago,Open,2000575049
Catashia McCormick,5.0,,a year ago,Open,2000575049
nathan Steckert,5.0,,a year ago,Open,2000575049
Something2say,2.0,,11 months ago,Open,2000575049
November Juliet,1.0,,a year ago,Open,2000575049
Jerry Bell,3.0,,8 months ago,Open,2000575049
Kevin Baragona,5.0,,a year ago,Open,2000575049
KD Williams,4.0,,a year ago,Open,2000575049
Samantha McNeil,4.0,,a year ago,Open,2000575049
Yannis Acosta,5.0,,a year ago,Open,2000575049
Brendon Weigand,4.0,,a year ago,Open,2000575049
Nicholas R. Powell,4.0,,a year ago,Open,2000575049
Tiffany Mckane,5.0,,4 months ago,Open,2000575049
Chris Abate,1.0,,3 weeks ago,Open,2000575049
Iitaly Pugh,5.0,,6 months ago,Open,2000575049
Spastic Sleeper,5.0,,a year ago,Open,2000575049
Timothy Helman,3.0,,a year ago,Open,2000575049
