name,stars,text,timeSince,openStatus,key
jesus martinez,5.0,"I love the place. Since the beginning you choose how you want your pizza to be, from the type of bread to the sauce and toppings. It is done in a fire oven (not sure if that’s the correct term) which adds a crunch to the crust. Flavor is …More",a month ago,Open,2000746884
Jess Meaders,4.0,"This place was pretty cool. You choose everything from the crust to the toppings individually and they make it in front of you and cook it.  It only took about 7 minutes for our food to come out and it was pretty legit.  Highly recommend! I had the artisan crust with pesto, mozzarella, onions, jalapeños, and pepperoni!  Que rico! 😋",3 months ago,Open,2000746884
Jaime D. Garza,5.0,Good selection of toppings and dough. I love their cucumber mint lemonade.,2 days ago,Open,2000746884
Karis,5.0,"Super clean restaurant and kind staff! The cauliflower crust is super delicious! I was playing cards with my friend here and our food had came out but we were still playing. Midway they had offered to reheat our pizza and they brought us boxes without asking. Super sweet staff, great food, and awesome management!",3 months ago,Open,2000746884
J Estrada,5.0,"You can ""have it your way"" the right way. They have a good assortment of crusts, sauces, and topping to choose from. Their specialty lemonades are pretty awesome, too. The service has always been very good here. The employees are very …More",a year ago,Open,2000746884
Chris Pollard,5.0,"Everything about my visit was enjoyable, service, food and price.",3 days ago,Open,2000746884
Bailey Balusek,5.0,First time trying this place with my coworkers and absolutely loved the pizza. Had their cucumber lime lemonade which was very refreshing and went well with the pizza. They also have a mango lemonade and two others. Will definitely be going back.,a year ago,Open,2000746884
Mario Garcia,5.0,"Someone summed this place perfectly by saying that this place was like the ""Subway"" of pizza restaurants! All pizzas start at just under $9 with their regular thin crust. If you choose one of their pizza crust varieties (Artisan,  deep …More",a year ago,Open,2000746884
Joe Jackson,4.0,"Great place for pizza. Kinda like a Subway approach for crust, sauce and toppings. Only one size pizza. Different varieties of crust and toppings. Great taste.",a year ago,Open,2000746884
Imelda Rodriguez,5.0,Peter was so good I love that I can make my choices and put whatever I want on my own pizza The Taste was super good.,3 months ago,Open,2000746884
Agustin Garcia,5.0,Great place to go get some food ☺️ for a veggie pizza 🍕😋 just for a while thanks be back soon 😃😘,2 months ago,Open,2000746884
Mario Garcia,1.0,"Ordered curbside, and was not able to get a drink. When I got there the person who helped me said I had to get down and get my own drink.  What’s the purpose of doing curbside if you have to get down.  Great food, not so great on their customer service.",5 months ago,Open,2000746884
Alyssa Alvarado,1.0,Ordered the family pack online and although the pizzas are good in the app it say 1 shareable family dessert. I choose to get the cookies/brownies option and when we picked it up they gave us just one cookie! I called back and asked them if …More,6 months ago,Open,2000746884
Raul Vazquez,5.0,Great place to have pizza. Love the vegan options. Very clean and great service,a year ago,Open,2000746884
Diona Leigh,4.0,"Went to lunch at Pieology for the first time and was totally impressed! They were crowded but since it was noon, we expected it. The ordering is set up like subway. You tell the counter person what kind of dough (I suggest cauliflower) then …More",2 years ago,Open,2000746884
R Villarreal,2.0,Disappointed with the service. Order ahead of time online. I went to pickup my order they hadn't made my pizza. Asked me to wait a few minutes to make my order. They made me a pizza and added toppings that I did not ask for. Spent my last …More,5 months ago,Open,2000746884
Worka Holic,5.0,Build your own pizza.   Unlimited toppings.  One price.   Comes out quick and was really good.  Military discount here.,8 months ago,Open,2000746884
Ramiro Rodriguez,5.0,It was my first time to come and buy a  pizza from this place.  I was very pleased with the pizza that I bought.  I loved that you can ordered your pizza the way you want it.  To your liking.  It was very DELICIOUS!!!  I will be coming back …More,10 months ago,Open,2000746884
Marco Gonzalez,5.0,Awesome pizza and a very welcoming staff.  My wife and i really really enjoyed the pizza. It was our first time here so we tried the traditional thin crust with the house red sauce and mozzarella and shaved parmesan. We could not have been …More,2 years ago,Open,2000746884
