name,stars,text,timeSince,openStatus,key
Cierra sch,4.0,Best pizza.. best wings. easy to order .hot food. absolutely amazing,a week ago,Open,1000819171
Jeremy B,5.0,"Great food, great service!",2 years ago,Open,1000819171
Alex McCulloch,5.0,The pizza has always been fresh from here.,a month ago,Open,1000819171
Cathy Baker,5.0,"Whenever we go there we always get great service.our waitress Audrey  always makes sure we have everything we need including refills or whatever else we might want or need. She never ignores  us ,very nice and attentive  to us. We like her alot.",11 months ago,Open,1000819171
Exoticc Bigracksss,5.0,Awesome customer service Staff very friendly Pizza and wings were delicious,a year ago,Open,1000819171
D. Martinez,4.0,Would say one of the better pizza hut locations to my surprise. Clean and quick when dinning in. Would visit again.,9 months ago,Open,1000819171
ROY Plummer,2.0,Very very poor! We love pizza hut this is our frist time having pizza since moving here 3 months ago! I must say not happy with this at all. Thin Han and green peppers taste like carbord very little sauce . not good.,9 months ago,Open,1000819171
CLYDE KELLEY,3.0,"The pizza was great. The men's bathroom floor had a dirt ring around the edges. I spoke with the manager and he said he knew, but it was hard to keep good help. Hmmmm",10 months ago,Open,1000819171
Tina Koenigsfeld,5.0,Pizza is so good here. Its my favorite pizza place ever.,8 months ago,Open,1000819171
OhMyPressure,5.0,Pizza hut is a good place to eat good crust and customized pizzas made perfect.,9 months ago,Open,1000819171
Handyman Rodriguez,4.0,It was a bidet not too bad. The pizza was hot,a year ago,Open,1000819171
Jim Mill,1.0,Service was good but everything seems not fresh they get veggies in pre cut. No good anymore.,11 months ago,Open,1000819171
Scott Miller,1.0,A good pizza Hutt if you like pizza hut pizza. The buffet pizza will all have onions so. If u don't like onions you better order off the menu,a year ago,Open,1000819171
Renee Heiss,5.0,Great pizza and great sevice !,10 months ago,Open,1000819171
Bruce Bushee,4.0,Good pizza! Inside was clean and the food was very good.,a year ago,Open,1000819171
boneair67,4.0,The one and only pizza buffet in town. If you're looking to fill up at lunch for a decent price this is the place to go. Decent selection on the buffet and nice friendly wait staff. The wings are the absolute best around. They totally beat out any of the other wing places on price and taste.,2 years ago,Open,1000819171
rashanaiy conner,1.0,"The lady tired to make me over pay
On my food and the fee",7 months ago,Open,1000819171
Patty Landis,1.0,If you close at 12am why do you put your salad bar away at 8?? Is there a pizza Police that shuts you down??  Do people not eat salad with pizza after 8:00??,a year ago,Open,1000819171
svg64,3.0,"Food good, service was very slow.",a year ago,Open,1000819171
Robin Polston,5.0,Pizza was awesome service was awesome had a great experience !! Thank you!!,10 months ago,Open,1000819171
Anna Mckinley Moore,1.0,"If you want better service, Just don't go to Fulton Pizza Hut. Go to the others Pizza Huts, like Holt Summit or Mexico Pizza Hut. But people stay away from Fulton Pizza Hut. Or go online for Dimino's for you delivered or carry outs. And …More",a year ago,Open,1000819171
sandra justiniano,4.0,"Good food, good service!",a year ago,Open,1000819171
Jeff Hartman,5.0,Good 🍕,4 months ago,Open,1000819171
Eric Curtis,4.0,Good service good food,a year ago,Open,1000819171
Debbie Oakes,1.0,Poor service salad bar was disgusting and old pizza was not cooked all the way and dripping in oil,a year ago,Open,1000819171
Katie Rose,2.0,Honestly a little upset because it doesnt even taste good. It usually does but today it doesnt.,a year ago,Open,1000819171
jane pilger,5.0,Great place to eat.I recommend it.,a year ago,Open,1000819171
Lauren Kopp,5.0,"Great food, friendly and very helpful staff.",a year ago,Open,1000819171
Phillip Iman,4.0,Always great pizza. Very consistent.,a year ago,Open,1000819171
geerlingsmike,5.0,"Clean, friendly, quick, and tasty.",9 months ago,Open,1000819171
Victoria Summers Hamilton Draper,4.0,"Great food, good service, all for a great cause tonight, Room st the Inn.Thank you pizza hut for hosting.",a year ago,Open,1000819171
Mendi Landreth,4.0,Food was good. Waitress was friendly.,a year ago,Open,1000819171
Vicki J. Duenke,5.0,"Friendly staff, great food!",a year ago,Open,1000819171
james knipp,5.0,Good food good waitresses good company,a year ago,Open,1000819171
Deb Cunningham,4.0,Hot food and good service!,a year ago,Open,1000819171
FabulousLee73,4.0,"Hot, fresh food and our server was awesome!",a year ago,Open,1000819171
Jackie S,5.0,Order was on time and food was hot n good,a year ago,Open,1000819171
Larry Powell,3.0,Would really nice to have a beer with my pizza,a year ago,Open,1000819171
David Lucas,4.0,I love pizza,a year ago,Open,1000819171
Joshua Sewell,5.0,Very nice family place to eat.,a year ago,Open,1000819171
the adventures of pj & renae,5.0,I love pizza.,a year ago,Open,1000819171
Laly M.,2.0,"They always get something wrong on the order, can't fully complain about that because they gave us 5off next time. Was really salty this time. Have you ever eaten the top part of a banana pepper, the stem? Ruins the point of enjoying …More",a year ago,Open,1000819171
rita pruitt,2.0,Saturday 9/29/18 I placed an order for $30+ a large thin crust pizza and lemon pepper wings the wings had no seasoning not a hint of lemon pepper. My pizza crust tasted like cardboard. I was totally unhappy with my order.,2 years ago,Open,1000819171
