name,stars,text,timeSince,openStatus,key
Anthony Caparula,2.0,Not very good. Plane interior.  Slow service. Food not very good. Help polite and nice just very slow.,a month ago,Open,2000660606
Brian Garrick,5.0,Nice place to grab a quick slice. The pizza is good and the staff friendly. My favorite is their Genoa slice.,11 months ago,Open,2000660606
James Rutherford,1.0,"Manager needs to retire. I used to work next door and the employees would let me get the happy hour price w/o purchasing a drink. They were very nice about it. One day the manager walked in, glared at me, and then asked the waiter “did you …More",10 months ago,Open,2000660606
Emily Klepper,5.0,"Only one girl working tonight though she looked busy, we still received awesome customer service. Decent pizza. Good selection of beer. Friendly staff. Felt like eating pizza at home with good sports on tv and tasty beer.",10 months ago,Open,2000660606
Keena Mills,5.0,I love the food everything is sooo good! Green pesto chicken pizza.🔥,3 years ago,Open,2000660606
Angela Echauri,5.0,"AWESOME FOOD, EXCELLENT COOK. GOOD SERVICE. I'VE  TAKEN THE WHOLE FAMILY. AND THEY AGREE. EXCELLENT. ..",10 months ago,Open,2000660606
Valerie,1.0,Worst customer service I have ever experienced... on multiple occasions. It gets worse each time. Employees are rude and blame customers for THEIR MISTAKES and the manager is no better. Just glad this location is not representative of the …More,a year ago,Open,2000660606
Carl from Chicago,3.0,Went there for happy hour after work.  The three beers I asked for on draft on their wall were all out.  The servers seemed overwhelmed there were lots of customers.  We had to flag down other servers to get our orders and our check.  Else OK I guess they had the game on and prices not high.,11 months ago,Open,2000660606
B H Branham,5.0,"Thought was just a Schmizza but it featured a full scale restaurant. Buffalo chicken sandwich and spinach salad was great. The place is obviously focused as a sports bar but we went on impulse during a quiet time. Music selection was good. Solid rock. Facilities were nice, clean.",a year ago,Open,2000660606
Linzi K,5.0,"They were really busy with a big party and the bartender/server kept up with that and other parties, including us, in the back of the place. Gave us some extra bread for the time we had to wait. Food was great and he was interactive with our family even though he was obviously busy",a year ago,Open,2000660606
Esoteric Spiral,1.0,Prejudice owner will be rude and disrespectful and then tell you to leave if you complain about it and keep your money for the food you ordered and never received. Do not support this establishment! It is white and middle class owned and only serves that demographic.,9 months ago,Open,2000660606
ᖴᖇOᘜTOᗴ,5.0,"The pizza was delicious, the perfect mix, ooey gooey but held itself together. And the waitress was extremely kind. The cook wasn't in at the moment so we could only have slices (which were still good, not complaining) but my stepmom didn't …More",a year ago,Open,2000660606
Christopher Sowers,1.0,Got a delivery for Schmizza it said 15 minutes. I arrive after 10 and am told it will be an additional 45 minutes. Older gentlemen who was an owner or manager was a total jerk about it too.,8 months ago,Open,2000660606
Annie McGlincey,5.0,"Spectacular pizza and avail. By the slice! Friendly staff, variety of beverages. I love this place!",a year ago,Open,2000660606
Karen Rice,1.0,"Their pizza is so-so. I have tried 2 of their pastas and I wouldn’t reorder them again. When I first went there to eat, the bartender asked me what I would like to drink. I said a Lemon Drop Martini. He not only says he doesn’t know how to …More",a year ago,Open,2000660606
Chris,2.0,Good food. Slow service,a year ago,Open,2000660606
Jason Carder,5.0,Awesome service great prices love this place!!,a year ago,Open,2000660606
test Again,1.0,"bare hand handle everything, very rude. not recommend this pizza place to anyone",a year ago,Open,2000660606
Jon Deveaux,5.0,Genoa pizza and quick easy service,a year ago,Open,2000660606
Andrew Reyna,5.0,"Pizza was amazing, service was next level, and the atmosphere was stellar. I will be back!",a year ago,Open,2000660606
T C,1.0,Absolute dumpster fire location. Fire your staff before you go bankrupt.,a year ago,Open,2000660606
Brass Tacks,4.0,"Considering their name, I didn't expect them to have a menu that included items other than Pizza, but they sure do.  Good service.  Good prices.",3 years ago,Open,2000660606
Duley Lyons,5.0,"Pizzas great, beers great, an Cowboys great",a year ago,Open,2000660606
Julie Shaughnessy,5.0,Service and Pizza is great..,11 months ago,Open,2000660606
Sami Cregger,4.0,"Great atmosphere and food, but you need to open up the front seating areas in the evenings. We used to really enjoy sitting there.",2 years ago,Open,2000660606
Adam Manson,5.0,"Great pizza! It's the best pizza around. The beer selection is good too. They usually have good deals in the Entertainment Book, and they email out deals if you sign up on the website.",3 years ago,Open,2000660606
Mike Parker,1.0,Pretty bad management. Went there twice. The first time the owner just pointed to where I sit and walked other customers over which were white. Waited 15 minutes before someone came to take my order and they were not busy. The waiter was …More,2 years ago,Open,2000660606
Melissa Deegan,5.0,The spicy Thai chicken pizza with peanut sauce was delicious!!!,a year ago,Open,2000660606
JoeSells,1.0,"Just ordered a slice and a bear at this place. Service is great, super friendly and the pizza is great! Unfortunately though, i happen to be there when the ""boss"" was in... he criticized the bartender harshly right in front of me!! Over my …More",3 years ago,Open,2000660606
James Rutherford,1.0,"Rick the Owner/Manager is a joke!!! Bullies staff infront of customers, argues with customers and is embarrassingly arrogant! Stay away from this hell hole. Or at least when Rick’s there.",a year ago,Open,2000660606
Timothy Shaw,1.0,"Overated pizza, just plain Jane.",a year ago,Open,2000660606
Bryan Kemper,5.0,"Relaxing and great service,music atmosphere. 👍",a year ago,Open,2000660606
Cristina Lopez,1.0,I went to the pizza place with my family the owner or the Store manager was there. My two-year-old toddler was talking a little loud. He sent The person That was serving us to tell us to leave because my son was being too loud and we where …More,2 years ago,Open,2000660606
Josh Matsell,1.0,Nice location but the counter argued with me about the pizza and I was right and then I got the smallest coldest slice. Other locations are better,2 years ago,Open,2000660606
TimJon M,4.0,Fantastic drink pours from this bar. Didnt try the food unfortunately,6 months ago,Open,2000660606
Larry Bates,5.0,Really good happy hour,a year ago,Open,2000660606
A Brady,4.0,"My local watering hole and pizza joint. Great happy hour deals (slice of cheese or pep with a beer is $5), friendly staff, and plenty of TVs to watch the game",2 years ago,Open,2000660606
Nicholas Schmidt,5.0,"Great food, great atmosphere.",2 years ago,Open,2000660606
JMel Fields,5.0,super fast delivery..,a year ago,Open,2000660606
Sean Barrett,5.0,"Awesome staff. From 2pm-6pm and also 9pm-closing time is their happy hours. They provide a variety of happy hour options such as specific pizza slices, sandwiches, boneless wings and even a salad. PBR is $2.50 a pint during happy hour and …More",2 months ago,Open,2000660606
Christopher Kulink,5.0,Good place for pizza and beer.  Above average tap list.  Offers gluten free pizza.,4 years ago,Open,2000660606
Elizabeth Wynn,2.0,Large pizza is the size of small anywhere else for the price of $20. The bad taste I had from the owners responses to previous 1star reviews continued in my mouth after I finished the pizza.,a year ago,Open,2000660606
jacob mandes,4.0,Great food great service,2 years ago,Open,2000660606
Darrell Thorpe,5.0,Great place to watch Dallas Cowboys games...Rick & Jean are awesome owners.,4 years ago,Open,2000660606
