name,stars,text,timeSince,openStatus,key
Heather Vina,5.0,Excellent pizza!  And the Howie bread is amazing.  This is always our go to pizza when we come to town.  This location has given us great friendly service every time we have gone there.,a month ago,Open,1000891161
Suicidal Tendencies,3.0,"I remember theme being better, maybe it just wasn't there day",2 days ago,Open,1000891161
MRS. PACHECO,2.0,Placed order n they took close to a hour but great pizza,a month ago,Open,1000891161
Carlota Schmitz,5.0,My grandsons loved Hungry Howie stuffed breadsticks ♥️,4 weeks ago,Open,1000891161
Sandra D,3.0,Ordered pizza for my son. Pretty descent size & he enjoyed the flavor. I would recommend ordering in if you don't want to wait long.,a year ago,Open,1000891161
Zac M,1.0,"super inconsistent - sometimes it’s great and sometimes it’s super mediocre. although recently it’s been way more mediocre. slapped together, overcooked, you can tell no care goes into it. props to the good crew though, whenever they work.",4 months ago,Open,1000891161
Mary Hansen,5.0,This was an awesome pizza!  Fast delivery too. Will definitely order again. Great job!,7 months ago,Open,1000891161
Annalise Keating,5.0,Great deal and nice menu.,2 weeks ago,Open,1000891161
Keep Right Except to Pass,5.0,Great pizza! Thanks!,a week ago,Open,1000891161
Verlie Swanigan,1.0,The person taking the order could understand what I wanted in my sandwich...  I repeated it few times before I said forget it..,6 months ago,Open,1000891161
Alexus Wyatt,2.0,"Dry pizza, literally just bread even though I specifically ordered extra cheese and sauce. Very disappointed. Called about issue, no empathy was expressed nor were they willing to refund …More",a year ago,Open,1000891161
Leighton Vega,5.0,I prefer this venue a lot. It has a friendly mood. The kitcen is tasty. the service is effective and the personel is professional. The pay is honest. I definitely recommend.,a year ago,Open,1000891161
Angelica,1.0,"Painfully slow and terrible customer service.

Placed my order, waited the 40 minutes. I was then told it would be another 45 …More",a year ago,Open,1000891161
Cristian Nunez,1.0,"Pizza was too greasy , bad customer service , and took to long",a month ago,Open,1000891161
Patrick Fewell,5.0,"Nice crust. It is one of the bargain pizza places, sort of the same price range as Pizza Hut and Domino's. Their crust is better here. Yes others have gone to flavoring crusts in a similar way as Hungry Howies has, but Hungry Howies does have higher quality crust and overall pizza taste IMO.",a year ago,Open,1000891161
Enrique Vicente,5.0,I love this place,a month ago,Open,1000891161
Amanda Mitri,5.0,Best pizza ever!!!!  My poor dog never gets our pizza crust because that’s seriously the best part!  Order garlic crust with extra garlic and you’ll see what I mean.,a year ago,Open,1000891161
T Blessed,1.0,Jessie the 10pm manager said this tooth like chip in my (all soft ingredient) sandwich was not on her watch so I have to call back tomorrow. she told me that I took too long to consume my order so I will have to call the manager jessie in …More,a year ago,Open,1000891161
zack labno,1.0,Ordered carry-out and arrived at time I was told it would be ready for pickup and still has to wait over 30 for my pizzas,7 months ago,Open,1000891161
Kristi Ballantoni,3.0,Pizza order was wrong and it sucked!,3 weeks ago,Open,1000891161
Eddie Williams,4.0,"Friendly staff, good food",3 months ago,Open,1000891161
Itz Gracie,5.0,"Great service,pizza was delicious and pizza was hot just like I like my pizza.",9 months ago,Open,1000891161
Richard Sartor,4.0,"Small place but good pizza. The wings are so so, to me but I will go back.",a year ago,Open,1000891161
Elijah Covert,3.0,Never had a problem a little slow sometimes tho,7 months ago,Open,1000891161
Carrie Rehbein,5.0,"My cousin and I just stopped in to Hungry Howies for the first time. we ordered the grilled chicken breast and cheddar how Howie rolls. Wow, they were fantastic. Super Fresh and hot and I recommend the garlic butter dipping sauce the ranch …More",2 years ago,Open,1000891161
Kevin Williams,5.0,We order once a week and love the pizza and customer service,a year ago,Open,1000891161
Joy Bowley,5.0,For a quick pizza this was pretty good. I only had to wait a short time for my pizza to cook. If you were in a bigger hurry you could order ahead online.,a year ago,Open,1000891161
latheda Mays,5.0,They take EBT here at this location.... CURRENTLY!,8 months ago,Open,1000891161
Modesto Noriz,5.0,I honestly order from here all the time. The deals they have for different combos are great and I absolutely love the flavored and cheesy stuffed crust they have.,a year ago,Open,1000891161
Brian Mccoy,5.0,Great food,2 months ago,Open,1000891161
Keith Carnes,3.0,Alright pizza but it's a little expensive,3 months ago,Open,1000891161
King Randy,5.0,Yummy 😋,2 months ago,Open,1000891161
Carlo McCoy,3.0,"Well Some Other Locations Have A Better Marketing Scheme.  Meaning; Their Open Later And Have Tables For The Guest.  We Would Love To ""Rest In Peace"" Or Just Lodge With Our New Found, Hot Piping Pizza, Phat Wings & A Crispy Brew, I Mean Soda; Because No Alcohol Here.",2 years ago,Open,1000891161
Tessa Grantham,5.0,Best pizza for 5.00,a year ago,Open,1000891161
Heroux McCraw,5.0,Their pizza is probably the best around here. I really enjoy ordering from that company. The company's pizzas are big and tasty! I love the way they grill their wings tasty meaty plus a lot more healthier when compared to the deep-fried …More,6 years ago,Open,1000891161
With God everything is possible,5.0,"Loved the pizza! First time there, excellent service! Thank you, Patrick!",a year ago,Open,1000891161
lea,5.0,"Great customer service especially in the delivery department, I once needed Parmesan cheese and pepper and the delivery guy ( Mike)  I believe, went and came back just to give me seasonings.  It was such an Awesome gesture!",2 years ago,Open,1000891161
Misty Taylor,5.0,We ran a fundraiser for Special Olympics through them & it turned out great. Everyone was absolutely wonderful. The brownies are the best!!!,2 years ago,Open,1000891161
Nicole Hodges,5.0,Held a fundraiser and purchased 231 pizzas the staff and management were beyond helpful. The entire order was ready for pickup as soon as we arrived and the staff helped us load up our entire order ... we will definitely be using hungry howie's again!!!,2 years ago,Open,1000891161
MichaelVapes_602,5.0,The best pizza ever i love this place and order all the time the pizza.,a year ago,Open,1000891161
angel Guerrero,5.0,Very good,5 months ago,Open,1000891161
IDA BYRD,5.0,Love their calzones. Nice clean atmosphere.,2 years ago,Open,1000891161
Ralph Monserrat,5.0,Really good stuff crust pizza.,a year ago,Open,1000891161
kathy vargas,4.0,Fast and decent prices,a year ago,Open,1000891161
Conrad Gonzales III,5.0,They messed up on my pizza last night and was a little upset. Decided to come in this morning with the old pizza and Kyle hooked it up. He made me a fresh one and apologized for the mistake. The pizza looks so good. Thanks again Kyle.,2 years ago,Open,1000891161
Adam W,5.0,Always good pizza,8 months ago,Open,1000891161
Jill Stein,5.0,"Great pizza, fast service, lots of options if you want something other than pizza (subs, salads, calzones).  Yummy desert options as well.  Employees are always friendly and willing to answer questions.",3 years ago,Open,1000891161
Amber McNelley,5.0,I love the Italian subs here! I know it's a pizza place and the pizza is good too but you have to try the subs!  So good!  (Make sure they include the sauce.),3 years ago,Open,1000891161
Sandra McFall,4.0,The pizzas are very good 👍,a year ago,Open,1000891161
Robert Wolfe,1.0,"I am a HUGE fan of Hungry Howie's pizza - best you can buy!!  But OMG is their customer service poor.  Yesterday I placed an online order at noon - for pick up at 5:30pm  I arrive a 5:30pm and told ""5 more minutes"" then proceeded to sit …More",3 years ago,Open,1000891161
Cheryl Wallace,3.0,Wish you get get a small thing crust,9 months ago,Open,1000891161
Angelica Saenz,5.0,Very delicious pizza.,a year ago,Open,1000891161
