name,stars,text,timeSince,openStatus,key
Heidi Miller,5.0,Always polite and courteous. Service is quick and pizzas are great. Our kids love Hungry Howies. I actually think it tastes better than papa johns or dominos. The flavored crusts are great too. Its like getting the flavored breadsticks attached to your pizza. Eat the pizza and then dip in the pizza sauce. Kids love it!,3 months ago,Open,1000905431
Carlos Rosa,1.0,Amazing pizza but really you charge for 1 xtra marinara sauce when the sizes your give out for a regular Cajun bread is enough for literally two pieces ! Not happy withthe service tonight,2 months ago,Open,1000905431
"Paulo DeOliveira, Jr.",5.0,"For a quick pizza with many different options, from the type of crust to all the toppings, and the price is right!!",2 months ago,Open,1000905431
DIVERSITY EVENTS,5.0,As you may already know WE love pizza .. this is our savior for a last minute dont wanna cook meal. Always meets our expectations.,4 months ago,Open,1000905431
Gina Lynn Guesby,5.0,"Love this place. Always good pizza, doesn't mess up my stomach, my husband loves their antipasto salads and the customer service is always the best.",4 months ago,Open,1000905431
mitsuko trantham,4.0,Had the Margarita pizza it was awesome! The waiter was amazing and had very good recommendations!! It's a must if in town,5 months ago,Open,1000905431
Tammie Abston,4.0,A little bit to much oil. But flavor is spot on!,3 months ago,Open,1000905431
Joanne Puia,3.0,Pizza ok but very bland. Large salad,a month ago,Open,1000905431
Tristen Hendrix,5.0,"I dine in this restaurant quite a bit! This is the best place to eat.  I visit this place frequently. The food is fantastic, the staff is welcoming and the charge is reasonable. I like being in this spot over a tasty supper.",9 months ago,Open,1000905431
Elizabeth Pagan,1.0,"This place has declined significantly since they sold it. This will be the last time I order from here. Ordered a pie with Garlic butter crust. Pick it up and my daughter was holding it, it spills out all over the place. My car, shirt, and …More",7 months ago,Open,1000905431
Jacqui Lebron,5.0,"I would like to first start off by saying, I just placed and order with Hungry Howies after having 2 bad experience with Pizza Hut and Domino's. My experience with Tyrese was beyond my expectations.  I wish there were more workers like him. …More",6 months ago,Open,1000905431
Nicole VR,5.0,The pizza is very delicious 10/10 would recommend,4 months ago,Open,1000905431
Abie Rsb,1.0,"I ordered the LG 2 topping pizza with cheese bread & a 2 liter for $20. I would NOT recommend. It was not appetizing to look at & the kids refused to eat it .
Let start with the pizza, the dough had an under cooked rawish taste, there was …More",7 months ago,Open,1000905431
Margeret Leslie,4.0,"Everything was delicious and tasted fresh, as always. Employees are friendly, even when they are busy. Arthur and Jonathan were super helpful and took care of us with a genuine smile.",11 months ago,Open,1000905431
Walter Franqui,5.0,"Great food, incredible service &awesome staff",3 months ago,Open,1000905431
Anonymous User,4.0,Quick. Great service,2 months ago,Open,1000905431
hinco official,5.0,Awesome pizza.,3 weeks ago,Open,1000905431
Miguel Soto,5.0,Fast and efficient friendly staff,2 months ago,Open,1000905431
Anonymous User,4.0,Great flavor for the price,a month ago,Open,1000905431
Ed-U World,5.0,Was hosting a surprise party brunch for my daughter and needed my order asap. The staff obliged and was just wonderful. I appreciate them for going above and beyond. Got to my event on time.,a year ago,Open,1000905431
D B,2.0,"The pizza is a tad bit heavy. I like it less doughy tasting. The staff is nice and very polite. I prefer a more pizzeria tasting type of pizza, but for the money it was passable enough.",a year ago,Open,1000905431
Esther James,5.0,Best fast food pizza love the stuffed crust,11 months ago,Open,1000905431
William Hargreaves,5.0,The food was outstanding end reasonable and the service was very good.,a year ago,Open,1000905431
Kim Instead Lancaster,4.0,Fine enough for quick cheap pizza,a year ago,Open,1000905431
Wendy Ilteus,5.0,Very delicious pizza and the different flavor crust options are amazing!,a year ago,Open,1000905431
Toni Trosper,2.0,"I ordered half cheese and half chicken,  bacon,  and ranch large which is supposed to be 10 slices.... It was only 8 slices.   The sauce was sparse and same with the cheese,  it was supposed to be extra cheese on half.   They put ranch on …More",2 years ago,Open,1000905431
Dianna Little,3.0,"Ordered s turkey, bacon sub. After waiting 10 min. I was told they had no turkey. 5 min later I was told they had no dough for the cookie pie that I had also ordered now 15 min ago.",a year ago,Open,1000905431
